gid,name,tactic_id,tactic,TTP,technique,description
G0040,Patchwork,TA0002,Execution,T1059.003,Windows Command Shell,[Patchwork](https://attack.mitre.org/groups/G0040) ran a reverse shell with Meterpreter.(Citation: Cymmetria Patchwork) [Patchwork](https://attack.mitre.org/groups/G0040) used JavaScript code and .SCT files on victim machines.(Citation: TrendMicro Patchwork Dec 2017)(Citation: Volexity Patchwork June 2018)
G0040,Patchwork,TA0002,Execution,T1059.005,Visual Basic,[Patchwork](https://attack.mitre.org/groups/G0040) used Visual Basic Scripts (VBS) on victim machines.(Citation: TrendMicro Patchwork Dec 2017)(Citation: Volexity Patchwork June 2018)
G0040,Patchwork,TA0006,Credential Access,T1555,Credentials from Password Stores,nan
G0040,Patchwork,TA0006,Credential Access,T1555.003,Credentials from Web Browsers,[Patchwork](https://attack.mitre.org/groups/G0040) dumped the login data database from \AppData\Local\Google\Chrome\User Data\Default\Login Data.(Citation: Cymmetria Patchwork)
G0040,Patchwork,TA0002,Execution,T1203,Exploitation for Client Execution,"[Patchwork](https://attack.mitre.org/groups/G0040) uses malicious documents to deliver remote execution exploits as part of. The group has previously exploited CVE-2017-8570, CVE-2012-1856, CVE-2014-4114, CVE-2017-0199, CVE-2017-11882, and CVE-2015-1641.(Citation: Cymmetria Patchwork)(Citation: Securelist Dropping Elephant)(Citation: Symantec Patchwork)(Citation: PaloAlto Patchwork Mar 2018)(Citation: TrendMicro Patchwork Dec 2017)(Citation: Volexity Patchwork June 2018)(Citation: Unit 42 BackConfig May 2020)"
G0040,Patchwork,TA0007,Discovery,T1083,File and Directory Discovery,A [Patchwork](https://attack.mitre.org/groups/G0040) payload has searched all fixed drives on the victim for files matching a specified list of extensions.(Citation: Cymmetria Patchwork)(Citation: TrendMicro Patchwork Dec 2017)
G0040,Patchwork,TA0003,Persistence,T1574,Hijack Execution Flow,nan
G0040,Patchwork,TA0004,Privilege Escalation,T1574,Hijack Execution Flow,nan
G0040,Patchwork,TA0005,Defense Evasion,T1574,Hijack Execution Flow,nan
G0040,Patchwork,TA0003,Persistence,T1574.002,DLL Side-Loading,A [Patchwork](https://attack.mitre.org/groups/G0040) .dll that contains [BADNEWS](https://attack.mitre.org/software/S0128) is loaded and executed using DLL side-loading.(Citation: TrendMicro Patchwork Dec 2017)
G0040,Patchwork,TA0004,Privilege Escalation,T1574.002,DLL Side-Loading,A [Patchwork](https://attack.mitre.org/groups/G0040) .dll that contains [BADNEWS](https://attack.mitre.org/software/S0128) is loaded and executed using DLL side-loading.(Citation: TrendMicro Patchwork Dec 2017)
G0040,Patchwork,TA0005,Defense Evasion,T1574.002,DLL Side-Loading,A [Patchwork](https://attack.mitre.org/groups/G0040) .dll that contains [BADNEWS](https://attack.mitre.org/software/S0128) is loaded and executed using DLL side-loading.(Citation: TrendMicro Patchwork Dec 2017)
G0040,Patchwork,TA0005,Defense Evasion,T1070,Indicator Removal,nan
G0040,Patchwork,TA0005,Defense Evasion,T1070.004,File Deletion,[Patchwork](https://attack.mitre.org/groups/G0040) removed certain files and replaced them so they could not be retrieved.(Citation: TrendMicro Patchwork Dec 2017)
G0040,Patchwork,TA0002,Execution,T1559,Inter-Process Communication,nan
G0040,Patchwork,TA0002,Execution,T1559.002,Dynamic Data Exchange,[Patchwork](https://attack.mitre.org/groups/G0040) leveraged the DDE protocol to deliver their malware.(Citation: TrendMicro Patchwork Dec 2017)
G0040,Patchwork,TA0005,Defense Evasion,T1036,Masquerading,nan
G0040,Patchwork,TA0005,Defense Evasion,T1036.005,Match Legitimate Name or Location,"[Patchwork](https://attack.mitre.org/groups/G0040) installed its payload in the startup programs folder as ""Baidu Software Update."" The group also adds its second stage payload to the startup programs as “Net Monitor.""(Citation: Cymmetria Patchwork) They have also dropped [QuasarRAT](https://attack.mitre.org/software/S0262) binaries as files named microsoft_network.exe and crome.exe.(Citation: Volexity Patchwork June 2018)"
G0040,Patchwork,TA0005,Defense Evasion,T1112,Modify Registry,A [Patchwork](https://attack.mitre.org/groups/G0040) payload deletes Resiliency Registry keys created by Microsoft Office applications in an apparent effort to trick users into thinking there were no issues during application runs.(Citation: TrendMicro Patchwork Dec 2017)
G0040,Patchwork,TA0005,Defense Evasion,T1027,Obfuscated Files or Information,nan
G0040,Patchwork,TA0005,Defense Evasion,T1027.001,Binary Padding,[Patchwork](https://attack.mitre.org/groups/G0040) apparently altered [NDiskMonitor](https://attack.mitre.org/software/S0272) samples by adding four bytes of random letters in a likely attempt to change the file hashes.(Citation: TrendMicro Patchwork Dec 2017)
G0040,Patchwork,TA0005,Defense Evasion,T1027.002,Software Packing,A [Patchwork](https://attack.mitre.org/groups/G0040) payload was packed with UPX.(Citation: Securelist Dropping Elephant)
G0040,Patchwork,TA0005,Defense Evasion,T1027.005,Indicator Removal from Tools,[Patchwork](https://attack.mitre.org/groups/G0040) apparently altered [NDiskMonitor](https://attack.mitre.org/software/S0272) samples by adding four bytes of random letters in a likely attempt to change the file hashes.(Citation: TrendMicro Patchwork Dec 2017)
G0040,Patchwork,TA0005,Defense Evasion,T1027.010,Command Obfuscation,[Patchwork](https://attack.mitre.org/groups/G0040) has obfuscated a script with Crypto Obfuscator.(Citation: TrendMicro Patchwork Dec 2017)
G0040,Patchwork,TA0004,Privilege Escalation,T1055,Process Injection,nan
G0040,Patchwork,TA0005,Defense Evasion,T1055,Process Injection,nan
G0040,Patchwork,TA0004,Privilege Escalation,T1055.012,Process Hollowing,A [Patchwork](https://attack.mitre.org/groups/G0040) payload uses process hollowing to hide the UAC bypass vulnerability exploitation inside svchost.exe.(Citation: Cymmetria Patchwork)
G0040,Patchwork,TA0005,Defense Evasion,T1055.012,Process Hollowing,A [Patchwork](https://attack.mitre.org/groups/G0040) payload uses process hollowing to hide the UAC bypass vulnerability exploitation inside svchost.exe.(Citation: Cymmetria Patchwork)
G0040,Patchwork,TA0008,Lateral Movement,T1021,Remote Services,nan
G0040,Patchwork,TA0008,Lateral Movement,T1021.001,Remote Desktop Protocol,[Patchwork](https://attack.mitre.org/groups/G0040) attempted to use RDP to move laterally.(Citation: Cymmetria Patchwork)
G0040,Patchwork,TA0002,Execution,T1053,Scheduled Task/Job,nan
G0040,Patchwork,TA0003,Persistence,T1053,Scheduled Task/Job,nan
G0040,Patchwork,TA0004,Privilege Escalation,T1053,Scheduled Task/Job,nan
G0040,Patchwork,TA0002,Execution,T1053.005,Scheduled Task,A [Patchwork](https://attack.mitre.org/groups/G0040) file stealer can run a TaskScheduler DLL to add persistence.(Citation: TrendMicro Patchwork Dec 2017)
G0040,Patchwork,TA0003,Persistence,T1053.005,Scheduled Task,A [Patchwork](https://attack.mitre.org/groups/G0040) file stealer can run a TaskScheduler DLL to add persistence.(Citation: TrendMicro Patchwork Dec 2017)
G0040,Patchwork,TA0004,Privilege Escalation,T1053.005,Scheduled Task,A [Patchwork](https://attack.mitre.org/groups/G0040) file stealer can run a TaskScheduler DLL to add persistence.(Citation: TrendMicro Patchwork Dec 2017)
G0040,Patchwork,TA0007,Discovery,T1518,Software Discovery,nan
G0040,Patchwork,TA0007,Discovery,T1518.001,Security Software Discovery,[Patchwork](https://attack.mitre.org/groups/G0040) scanned the “Program Files” directories for a directory with the string “Total Security” (the installation path of the “360 Total Security” antivirus tool).(Citation: Cymmetria Patchwork)
G0040,Patchwork,TA0005,Defense Evasion,T1553,Subvert Trust Controls,nan
G0040,Patchwork,TA0005,Defense Evasion,T1553.002,Code Signing,[Patchwork](https://attack.mitre.org/groups/G0040) has signed malware with self-signed certificates from fictitious and spoofed legitimate software companies.(Citation: Unit 42 BackConfig May 2020)
G0040,Patchwork,TA0007,Discovery,T1082,System Information Discovery,"[Patchwork](https://attack.mitre.org/groups/G0040) collected the victim computer name, OS version, and architecture type and sent the information to its C2 server. [Patchwork](https://attack.mitre.org/groups/G0040) also enumerated all available drives on the victim's machine.(Citation: Cymmetria Patchwork)(Citation: TrendMicro Patchwork Dec 2017)"
G0040,Patchwork,TA0007,Discovery,T1033,System Owner/User Discovery,"[Patchwork](https://attack.mitre.org/groups/G0040) collected the victim username and whether it was running as admin, then sent the information to its C2 server.(Citation: Cymmetria Patchwork)(Citation: TrendMicro Patchwork Dec 2017)"
G0040,Patchwork,TA0002,Execution,T1204,User Execution,nan
G0040,Patchwork,TA0002,Execution,T1204.001,Malicious Link,"[Patchwork](https://attack.mitre.org/groups/G0040) has used spearphishing with links to try to get users to click, download and open malicious files.(Citation: Symantec Patchwork)(Citation: TrendMicro Patchwork Dec 2017)(Citation: Volexity Patchwork June 2018)(Citation: Unit 42 BackConfig May 2020)"
G0040,Patchwork,TA0002,Execution,T1204.002,Malicious File,[Patchwork](https://attack.mitre.org/groups/G0040) embedded a malicious macro in a Word document and lured the victim to click on an icon to execute the malware.(Citation: TrendMicro Patchwork Dec 2017)(Citation: Volexity Patchwork June 2018)
G0106,Rocke,TA0003,Persistence,T1547,Boot or Logon Autostart Execution,nan
G0106,Rocke,TA0004,Privilege Escalation,T1547,Boot or Logon Autostart Execution,nan
G0106,Rocke,TA0003,Persistence,T1547.001,Registry Run Keys / Startup Folder,[Rocke](https://attack.mitre.org/groups/G0106)'s miner has created UPX-packed files in the Windows Start Menu Folder.(Citation: Talos Rocke August 2018)
G0106,Rocke,TA0004,Privilege Escalation,T1547.001,Registry Run Keys / Startup Folder,[Rocke](https://attack.mitre.org/groups/G0106)'s miner has created UPX-packed files in the Windows Start Menu Folder.(Citation: Talos Rocke August 2018)
G0106,Rocke,TA0003,Persistence,T1037,Boot or Logon Initialization Scripts,"[Rocke](https://attack.mitre.org/groups/G0106) has installed an ""init.d"" startup script to maintain persistence.(Citation: Anomali Rocke March 2019)"
G0106,Rocke,TA0004,Privilege Escalation,T1037,Boot or Logon Initialization Scripts,"[Rocke](https://attack.mitre.org/groups/G0106) has installed an ""init.d"" startup script to maintain persistence.(Citation: Anomali Rocke March 2019)"
G0106,Rocke,TA0002,Execution,T1059,Command and Scripting Interpreter,nan
G0106,Rocke,TA0002,Execution,T1059.004,Unix Shell,[Rocke](https://attack.mitre.org/groups/G0106) used shell scripts to run commands which would obtain persistence and execute the cryptocurrency mining malware.(Citation: Talos Rocke August 2018)
G0106,Rocke,TA0002,Execution,T1059.006,Python,[Rocke](https://attack.mitre.org/groups/G0106) has used Python-based malware to install and spread their coinminer.(Citation: Anomali Rocke March 2019)
G0106,Rocke,TA0003,Persistence,T1543,Create or Modify System Process,nan
G0106,Rocke,TA0004,Privilege Escalation,T1543,Create or Modify System Process,nan
G0106,Rocke,TA0003,Persistence,T1543.002,Systemd Service,[Rocke](https://attack.mitre.org/groups/G0106) has installed a systemd service script to maintain persistence.(Citation: Anomali Rocke March 2019)
G0106,Rocke,TA0004,Privilege Escalation,T1543.002,Systemd Service,[Rocke](https://attack.mitre.org/groups/G0106) has installed a systemd service script to maintain persistence.(Citation: Anomali Rocke March 2019)
G0106,Rocke,TA0005,Defense Evasion,T1140,Deobfuscate/Decode Files or Information,[Rocke](https://attack.mitre.org/groups/G0106) has extracted tar.gz files after downloading them from a C2 server.(Citation: Talos Rocke August 2018)
G0106,Rocke,TA0005,Defense Evasion,T1222,File and Directory Permissions Modification,nan
G0106,Rocke,TA0005,Defense Evasion,T1222.002,Linux and Mac File and Directory Permissions Modification,[Rocke](https://attack.mitre.org/groups/G0106) has changed file permissions of files so they could not be modified.(Citation: Anomali Rocke March 2019)
G0106,Rocke,TA0005,Defense Evasion,T1564,Hide Artifacts,nan
G0106,Rocke,TA0005,Defense Evasion,T1564.001,Hidden Files and Directories,"[Rocke](https://attack.mitre.org/groups/G0106) downloaded a file ""libprocesshider"", which could hide files on the target system.(Citation: Talos Rocke August 2018)(Citation: Unit 42 Rocke January 2019)"
G0106,Rocke,TA0003,Persistence,T1574,Hijack Execution Flow,nan
G0106,Rocke,TA0004,Privilege Escalation,T1574,Hijack Execution Flow,nan
G0106,Rocke,TA0005,Defense Evasion,T1574,Hijack Execution Flow,nan
G0106,Rocke,TA0003,Persistence,T1574.006,Dynamic Linker Hijacking,[Rocke](https://attack.mitre.org/groups/G0106) has modified /etc/ld.so.preload to hook libc functions in order to hide the installed dropper and mining software in process lists.(Citation: Anomali Rocke March 2019)
G0106,Rocke,TA0004,Privilege Escalation,T1574.006,Dynamic Linker Hijacking,[Rocke](https://attack.mitre.org/groups/G0106) has modified /etc/ld.so.preload to hook libc functions in order to hide the installed dropper and mining software in process lists.(Citation: Anomali Rocke March 2019)
G0106,Rocke,TA0005,Defense Evasion,T1574.006,Dynamic Linker Hijacking,[Rocke](https://attack.mitre.org/groups/G0106) has modified /etc/ld.so.preload to hook libc functions in order to hide the installed dropper and mining software in process lists.(Citation: Anomali Rocke March 2019)
G0106,Rocke,TA0005,Defense Evasion,T1562,Impair Defenses,nan
G0106,Rocke,TA0005,Defense Evasion,T1562.001,Disable or Modify Tools,[Rocke](https://attack.mitre.org/groups/G0106) used scripts which detected and uninstalled antivirus software.(Citation: Talos Rocke August 2018)(Citation: Unit 42 Rocke January 2019)
G0106,Rocke,TA0005,Defense Evasion,T1562.004,Disable or Modify System Firewall,[Rocke](https://attack.mitre.org/groups/G0106) used scripts which killed processes and added firewall rules to block traffic related to other cryptominers.(Citation: Talos Rocke August 2018)
G0106,Rocke,TA0005,Defense Evasion,T1070,Indicator Removal,nan
G0106,Rocke,TA0005,Defense Evasion,T1070.002,Clear Linux or Mac System Logs,[Rocke](https://attack.mitre.org/groups/G0106) has cleared log files within the /var/log/ folder.(Citation: Anomali Rocke March 2019)
G0106,Rocke,TA0005,Defense Evasion,T1070.004,File Deletion,[Rocke](https://attack.mitre.org/groups/G0106) has deleted files on infected machines.(Citation: Anomali Rocke March 2019)
G0106,Rocke,TA0005,Defense Evasion,T1070.006,Timestomp,[Rocke](https://attack.mitre.org/groups/G0106) has changed the time stamp of certain files.(Citation: Anomali Rocke March 2019)
G0106,Rocke,TA0005,Defense Evasion,T1036,Masquerading,nan
G0106,Rocke,TA0005,Defense Evasion,T1036.005,Match Legitimate Name or Location,"[Rocke](https://attack.mitre.org/groups/G0106) has used shell scripts which download mining executables and saves them with the filename ""java"".(Citation: Talos Rocke August 2018)"
G0106,Rocke,TA0007,Discovery,T1046,Network Service Discovery,[Rocke](https://attack.mitre.org/groups/G0106) conducted scanning for exposed TCP port 7001 as well as SSH and Redis servers.(Citation: Talos Rocke August 2018)(Citation: Anomali Rocke March 2019)
G0106,Rocke,TA0005,Defense Evasion,T1027,Obfuscated Files or Information,[Rocke](https://attack.mitre.org/groups/G0106) has modified UPX headers after packing files to break unpackers.(Citation: Anomali Rocke March 2019)
G0106,Rocke,TA0005,Defense Evasion,T1027.002,Software Packing,[Rocke](https://attack.mitre.org/groups/G0106)'s miner has created UPX-packed files in the Windows Start Menu Folder.(Citation: Talos Rocke August 2018)(Citation: Unit 42 Rocke January 2019)(Citation: Anomali Rocke March 2019)
G0106,Rocke,TA0005,Defense Evasion,T1027.004,Compile After Delivery,"[Rocke](https://attack.mitre.org/groups/G0106) has compiled malware, delivered to victims as .c files, with the GNU Compiler Collection (GCC).(Citation: Anomali Rocke March 2019)"
G0106,Rocke,TA0007,Discovery,T1057,Process Discovery,[Rocke](https://attack.mitre.org/groups/G0106) can detect a running process's PID on the infected machine.(Citation: Anomali Rocke March 2019)
G0106,Rocke,TA0004,Privilege Escalation,T1055,Process Injection,nan
G0106,Rocke,TA0005,Defense Evasion,T1055,Process Injection,nan
G0106,Rocke,TA0004,Privilege Escalation,T1055.002,Portable Executable Injection,"[Rocke](https://attack.mitre.org/groups/G0106)'s miner, ""TermsHost.exe"", evaded defenses by injecting itself into Windows processes, including Notepad.exe.(Citation: Talos Rocke August 2018)"
G0106,Rocke,TA0005,Defense Evasion,T1055.002,Portable Executable Injection,"[Rocke](https://attack.mitre.org/groups/G0106)'s miner, ""TermsHost.exe"", evaded defenses by injecting itself into Windows processes, including Notepad.exe.(Citation: Talos Rocke August 2018)"
G0106,Rocke,TA0008,Lateral Movement,T1021,Remote Services,nan
G0106,Rocke,TA0008,Lateral Movement,T1021.004,SSH,[Rocke](https://attack.mitre.org/groups/G0106) has spread its coinminer via SSH.(Citation: Anomali Rocke March 2019)
G0106,Rocke,TA0007,Discovery,T1018,Remote System Discovery,[Rocke](https://attack.mitre.org/groups/G0106) has looked for IP addresses in the known_hosts file on the infected system and attempted to SSH into them.(Citation: Talos Rocke August 2018)
G0106,Rocke,TA0005,Defense Evasion,T1014,Rootkit,[Rocke](https://attack.mitre.org/groups/G0106) has modified /etc/ld.so.preload to hook libc functions in order to hide the installed dropper and mining software in process lists.(Citation: Anomali Rocke March 2019)
G0106,Rocke,TA0002,Execution,T1053,Scheduled Task/Job,nan
G0106,Rocke,TA0003,Persistence,T1053,Scheduled Task/Job,nan
G0106,Rocke,TA0004,Privilege Escalation,T1053,Scheduled Task/Job,nan
G0106,Rocke,TA0002,Execution,T1053.003,Cron,[Rocke](https://attack.mitre.org/groups/G0106) installed a cron job that downloaded and executed files from the C2.(Citation: Talos Rocke August 2018)(Citation: Unit 42 Rocke January 2019)(Citation: Anomali Rocke March 2019)
G0106,Rocke,TA0003,Persistence,T1053.003,Cron,[Rocke](https://attack.mitre.org/groups/G0106) installed a cron job that downloaded and executed files from the C2.(Citation: Talos Rocke August 2018)(Citation: Unit 42 Rocke January 2019)(Citation: Anomali Rocke March 2019)
G0106,Rocke,TA0004,Privilege Escalation,T1053.003,Cron,[Rocke](https://attack.mitre.org/groups/G0106) installed a cron job that downloaded and executed files from the C2.(Citation: Talos Rocke August 2018)(Citation: Unit 42 Rocke January 2019)(Citation: Anomali Rocke March 2019)
G0106,Rocke,TA0007,Discovery,T1518,Software Discovery,nan
G0106,Rocke,TA0007,Discovery,T1518.001,Security Software Discovery,[Rocke](https://attack.mitre.org/groups/G0106) used scripts which detected and uninstalled antivirus software.(Citation: Talos Rocke August 2018)(Citation: Unit 42 Rocke January 2019)
G0106,Rocke,TA0007,Discovery,T1082,System Information Discovery,[Rocke](https://attack.mitre.org/groups/G0106) has used uname -m to collect the name and information about the infected system's kernel.(Citation: Anomali Rocke March 2019)
G0106,Rocke,TA0006,Credential Access,T1552,Unsecured Credentials,nan
G0106,Rocke,TA0006,Credential Access,T1552.004,Private Keys,[Rocke](https://attack.mitre.org/groups/G0106) has used SSH private keys on the infected machine to spread its coinminer throughout a network.(Citation: Anomali Rocke March 2019)
G0034,Sandworm Team,TA0007,Discovery,T1087,Account Discovery,nan
G0034,Sandworm Team,TA0007,Discovery,T1087.002,Domain Account,"[Sandworm Team](https://attack.mitre.org/groups/G0034) has used a tool to query Active Directory using LDAP, discovering information about usernames listed in AD.(Citation: ESET Telebots Dec 2016)"
G0034,Sandworm Team,TA0007,Discovery,T1087.003,Email Account,"[Sandworm Team](https://attack.mitre.org/groups/G0034) used malware to enumerate email settings, including usernames and passwords, from the M.E.Doc application.(Citation: ESET Telebots July 2017)"
G0034,Sandworm Team,TA0003,Persistence,T1098,Account Manipulation,"During the [2016 Ukraine Electric Power Attack](https://attack.mitre.org/campaigns/C0025), [Sandworm Team](https://attack.mitre.org/groups/G0034) used the `sp_addlinkedsrvlogin` command in MS-SQL to create a link between a created account and other servers in the network.(Citation: Dragos Crashoverride 2018)"
G0034,Sandworm Team,TA0004,Privilege Escalation,T1098,Account Manipulation,"During the [2016 Ukraine Electric Power Attack](https://attack.mitre.org/campaigns/C0025), [Sandworm Team](https://attack.mitre.org/groups/G0034) used the `sp_addlinkedsrvlogin` command in MS-SQL to create a link between a created account and other servers in the network.(Citation: Dragos Crashoverride 2018)"
G0034,Sandworm Team,TA0006,Credential Access,T1110,Brute Force,"During the [2016 Ukraine Electric Power Attack](https://attack.mitre.org/campaigns/C0025), [Sandworm Team](https://attack.mitre.org/groups/G0034) used a script to attempt RPC authentication against a number of hosts.(Citation: Dragos Crashoverride 2018)"
G0034,Sandworm Team,TA0002,Execution,T1059,Command and Scripting Interpreter,nan
G0034,Sandworm Team,TA0002,Execution,T1059.001,PowerShell,"[Sandworm Team](https://attack.mitre.org/groups/G0034) has used PowerShell scripts to run a credential harvesting tool in memory to evade defenses.(Citation: US District Court Indictment GRU Unit 74455 October 2020)(Citation: Dragos Crashoverride 2018) During the [2016 Ukraine Electric Power Attack](https://attack.mitre.org/campaigns/C0025), [Sandworm Team](https://attack.mitre.org/groups/G0034) used PowerShell scripts to run a credential harvesting tool in memory to evade defenses.(Citation: Dragos Crashoverride 2018)
During the [2022 Ukraine Electric Power Attack](https://attack.mitre.org/campaigns/C0034), [Sandworm Team](https://attack.mitre.org/groups/G0034) utilized a PowerShell utility called TANKTRAP to spread and launch a wiper using Windows Group Policy.(Citation: Mandiant-Sandworm-Ukraine-2022)"
G0034,Sandworm Team,TA0002,Execution,T1059.003,Windows Command Shell,"During the [2016 Ukraine Electric Power Attack](https://attack.mitre.org/campaigns/C0025), [Sandworm Team](https://attack.mitre.org/groups/G0034) used the `xp_cmdshell` command in MS-SQL.(Citation: Dragos Crashoverride 2018)"
G0034,Sandworm Team,TA0002,Execution,T1059.005,Visual Basic,"[Sandworm Team](https://attack.mitre.org/groups/G0034) has created VBScripts to run an SSH server.(Citation: ESET BlackEnergy Jan 2016)(Citation: ESET Telebots Dec 2016)(Citation: ESET Telebots June 2017)(Citation: Dragos Crashoverride 2018) During the [2015 Ukraine Electric Power Attack](https://attack.mitre.org/campaigns/C0028), [Sandworm Team](https://attack.mitre.org/groups/G0034) installed a VBA script called `vba_macro.exe`. This macro dropped `FONTCACHE.DAT`, the primary [BlackEnergy](https://attack.mitre.org/software/S0089) implant; `rundll32.exe`, for executing the malware; `NTUSER.log`, an empty file; and desktop.ini, the default file used to determine folder displays on Windows machines. (Citation: Booz Allen Hamilton)
During the [2016 Ukraine Electric Power Attack](https://attack.mitre.org/campaigns/C0025), [Sandworm Team](https://attack.mitre.org/groups/G0034) created VBScripts to run on an SSH server.(Citation: Dragos Crashoverride 2018)"
G0034,Sandworm Team,TA0003,Persistence,T1554,Compromise Host Software Binary,"During the [2016 Ukraine Electric Power Attack](https://attack.mitre.org/campaigns/C0025), [Sandworm Team](https://attack.mitre.org/groups/G0034) used a trojanized version of Windows Notepad to add a layer of persistence for [Industroyer](https://attack.mitre.org/software/S0604).(Citation: ESET Industroyer)"
G0034,Sandworm Team,TA0003,Persistence,T1136,Create Account,"During the [2016 Ukraine Electric Power Attack](https://attack.mitre.org/campaigns/C0025), [Sandworm Team](https://attack.mitre.org/groups/G0034) added a login to a SQL Server with `sp_addlinkedsrvlogin`.(Citation: Dragos Crashoverride 2018)"
G0034,Sandworm Team,TA0003,Persistence,T1136.002,Domain Account,"During the [2015 Ukraine Electric Power Attack](https://attack.mitre.org/campaigns/C0028), [Sandworm Team](https://attack.mitre.org/groups/G0034) created privileged domain accounts to be used for further exploitation and lateral movement. (Citation: Booz Allen Hamilton)During the [2016 Ukraine Electric Power Attack](https://attack.mitre.org/campaigns/C0025), [Sandworm Team](https://attack.mitre.org/groups/G0034) created two new accounts, “admin” and “система” (System). The accounts were then assigned to a domain matching local operation and were delegated new privileges.(Citation: Dragos Crashoverride 2018)"
G0034,Sandworm Team,TA0003,Persistence,T1543,Create or Modify System Process,nan
G0034,Sandworm Team,TA0004,Privilege Escalation,T1543,Create or Modify System Process,nan
G0034,Sandworm Team,TA0003,Persistence,T1543.002,Systemd Service,"During the [2022 Ukraine Electric Power Attack](https://attack.mitre.org/campaigns/C0034), [Sandworm Team](https://attack.mitre.org/groups/G0034) configured Systemd to maintain persistence of GOGETTER, specifying the `WantedBy=multi-user.target` configuration to run GOGETTER when the system begins accepting user logins.(Citation: Mandiant-Sandworm-Ukraine-2022)"
G0034,Sandworm Team,TA0004,Privilege Escalation,T1543.002,Systemd Service,"During the [2022 Ukraine Electric Power Attack](https://attack.mitre.org/campaigns/C0034), [Sandworm Team](https://attack.mitre.org/groups/G0034) configured Systemd to maintain persistence of GOGETTER, specifying the `WantedBy=multi-user.target` configuration to run GOGETTER when the system begins accepting user logins.(Citation: Mandiant-Sandworm-Ukraine-2022)"
G0034,Sandworm Team,TA0003,Persistence,T1543.003,Windows Service,"During the [2016 Ukraine Electric Power Attack](https://attack.mitre.org/campaigns/C0025), [Sandworm Team](https://attack.mitre.org/groups/G0034) used an arbitrary system service to load at system boot for persistence for [Industroyer](https://attack.mitre.org/software/S0604). They also replaced the ImagePath registry value of a Windows service with a new backdoor binary. (Citation: Dragos Crashoverride 2017)"
G0034,Sandworm Team,TA0004,Privilege Escalation,T1543.003,Windows Service,"During the [2016 Ukraine Electric Power Attack](https://attack.mitre.org/campaigns/C0025), [Sandworm Team](https://attack.mitre.org/groups/G0034) used an arbitrary system service to load at system boot for persistence for [Industroyer](https://attack.mitre.org/software/S0604). They also replaced the ImagePath registry value of a Windows service with a new backdoor binary. (Citation: Dragos Crashoverride 2017)"
G0034,Sandworm Team,TA0006,Credential Access,T1555,Credentials from Password Stores,nan
G0034,Sandworm Team,TA0006,Credential Access,T1555.003,Credentials from Web Browsers,[Sandworm Team](https://attack.mitre.org/groups/G0034)'s CredRaptor tool can collect saved passwords from various internet browsers.(Citation: ESET Telebots Dec 2016)
G0034,Sandworm Team,TA0005,Defense Evasion,T1140,Deobfuscate/Decode Files or Information,[Sandworm Team](https://attack.mitre.org/groups/G0034)'s VBS backdoor can decode Base64-encoded data and save it to the %TEMP% folder. The group also decrypted received information using the Triple DES algorithm and decompresses it using GZip.(Citation: ESET Telebots Dec 2016)(Citation: ESET Telebots July 2017)
G0034,Sandworm Team,TA0004,Privilege Escalation,T1484,Domain or Tenant Policy Modification,nan
G0034,Sandworm Team,TA0005,Defense Evasion,T1484,Domain or Tenant Policy Modification,nan
G0034,Sandworm Team,TA0004,Privilege Escalation,T1484.001,Group Policy Modification,"During the [2022 Ukraine Electric Power Attack](https://attack.mitre.org/campaigns/C0034), [Sandworm Team](https://attack.mitre.org/groups/G0034) leveraged Group Policy Objects (GPOs) to deploy and execute malware.(Citation: Mandiant-Sandworm-Ukraine-2022)"
G0034,Sandworm Team,TA0005,Defense Evasion,T1484.001,Group Policy Modification,"During the [2022 Ukraine Electric Power Attack](https://attack.mitre.org/campaigns/C0034), [Sandworm Team](https://attack.mitre.org/groups/G0034) leveraged Group Policy Objects (GPOs) to deploy and execute malware.(Citation: Mandiant-Sandworm-Ukraine-2022)"
G0034,Sandworm Team,TA0002,Execution,T1203,Exploitation for Client Execution,[Sandworm Team](https://attack.mitre.org/groups/G0034) has exploited vulnerabilities in Microsoft PowerPoint via OLE objects (CVE-2014-4114) and Microsoft Word via crafted TIFF images (CVE-2013-3906).(Citation: iSight Sandworm Oct 2014)(Citation: TrendMicro Sandworm October 2014)(Citation: McAfee Sandworm November 2013)
G0034,Sandworm Team,TA0003,Persistence,T1133,External Remote Services,"[Sandworm Team](https://attack.mitre.org/groups/G0034) has used Dropbear SSH with a hardcoded backdoor password to maintain persistence within the target network. [Sandworm Team](https://attack.mitre.org/groups/G0034) has also used VPN tunnels established in legitimate software company infrastructure to gain access to internal networks of that software company's users.(Citation: ESET BlackEnergy Jan 2016)(Citation: ESET Telebots June 2017)(Citation: ANSSI Sandworm January 2021)During the [2015 Ukraine Electric Power Attack](https://attack.mitre.org/campaigns/C0028), [Sandworm Team](https://attack.mitre.org/groups/G0034) installed a modified Dropbear SSH client as the backdoor to target systems. (Citation: Booz Allen Hamilton)"
G0034,Sandworm Team,TA0007,Discovery,T1083,File and Directory Discovery,[Sandworm Team](https://attack.mitre.org/groups/G0034) has enumerated files on a compromised host.(Citation: US District Court Indictment GRU Unit 74455 October 2020)(Citation: Dragos Crashoverride 2018)
G0034,Sandworm Team,TA0005,Defense Evasion,T1562,Impair Defenses,nan
